workorderid,productid,operationsequence,locationid,scheduledstartdate,scheduledenddate,actualstartdate,actualenddate,actualresourcehrs,plannedcost,actualcost,modifieddate
330,750,7,60,2011-06-10,2011-06-21,2011-06-11,2011-06-21,4.0,49.0,49.0,2011-06-21
331,765,7,60,2011-06-10,2011-06-21,2011-06-11,2011-06-21,4.0,49.0,49.0,2011-06-21
332,517,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
332,517,7,60,2011-06-10,2011-06-21,2011-06-11,2011-06-21,4.0,49.0,49.0,2011-06-21
333,519,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
333,519,7,60,2011-06-10,2011-06-21,2011-06-11,2011-06-21,4.0,49.0,49.0,2011-06-21
336,806,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
337,807,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
338,811,1,10,2011-06-10,2011-06-21,2011-06-11,2011-06-21,4.1,92.25,92.25,2011-06-21
338,811,2,20,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.5,87.5,87.5,2011-06-21
338,811,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
339,813,1,10,2011-06-10,2011-06-21,2011-06-11,2011-06-21,4.1,92.25,92.25,2011-06-21
339,813,2,20,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.5,87.5,87.5,2011-06-21
339,813,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
340,818,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
341,820,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
342,826,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
343,828,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
344,894,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
345,945,1,10,2011-06-10,2011-06-21,2011-06-11,2011-06-21,4.1,92.25,92.25,2011-06-21
345,945,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
346,950,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
347,951,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
348,994,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
349,996,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
362,802,1,10,2011-06-10,2011-06-21,2011-06-11,2011-06-21,4.1,92.25,92.25,2011-06-21
362,802,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
363,804,1,10,2011-06-10,2011-06-21,2011-06-11,2011-06-21,4.1,92.25,92.25,2011-06-21
363,804,6,50,2011-06-10,2011-06-21,2011-06-11,2011-06-21,3.0,36.75,36.75,2011-06-21
368,751,7,60,2011-06-11,2011-06-22,2011-06-11,2011-07-05,4.0,49.0,49.0,2011-07-05
369,752,7,60,2011-06-11,2011-06-22,2011-06-11,2011-07-05,4.0,49.0,49.0,2011-07-05
370,753,7,60,2011-06-11,2011-06-22,2011-06-11,2011-07-05,4.0,49.0,49.0,2011-07-05
371,773,7,60,2011-06-11,2011-06-22,2011-06-11,2011-07-05,4.0,49.0,49.0,2011-07-05
372,777,7,60,2011-06-11,2011-06-22,2011-06-11,2011-07-05,4.0,49.0,49.0,2011-07-05
373,516,6,50,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.0,36.75,36.75,2011-07-05
373,516,7,60,2011-06-11,2011-06-22,2011-06-11,2011-07-05,4.0,49.0,49.0,2011-07-05
374,519,6,50,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.0,36.75,36.75,2011-07-05
374,519,7,60,2011-06-11,2011-06-22,2011-06-11,2011-07-05,4.0,49.0,49.0,2011-07-05
380,807,6,50,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.0,36.75,36.75,2011-07-05
381,810,1,10,2011-06-11,2011-06-22,2011-06-11,2011-07-05,4.1,92.25,92.25,2011-07-05
381,810,2,20,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.5,87.5,87.5,2011-07-05
381,810,6,50,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.0,36.75,36.75,2011-07-05
382,813,1,10,2011-06-11,2011-06-22,2011-06-11,2011-07-05,4.1,92.25,92.25,2011-07-05
382,813,2,20,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.5,87.5,87.5,2011-07-05
382,813,6,50,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.0,36.75,36.75,2011-07-05
383,817,6,50,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.0,36.75,36.75,2011-07-05
384,820,6,50,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.0,36.75,36.75,2011-07-05
385,825,6,50,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.0,36.75,36.75,2011-07-05
386,828,6,50,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.0,36.75,36.75,2011-07-05
387,894,6,50,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.0,36.75,36.75,2011-07-05
388,945,1,10,2011-06-11,2011-06-22,2011-06-11,2011-07-05,4.1,92.25,92.25,2011-07-05
388,945,6,50,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.0,36.75,36.75,2011-07-05
389,951,6,50,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.0,36.75,36.75,2011-07-05
390,996,6,50,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.0,36.75,36.75,2011-07-05
403,804,1,10,2011-06-11,2011-06-22,2011-06-11,2011-07-05,4.1,92.25,92.25,2011-07-05
403,804,6,50,2011-06-11,2011-06-22,2011-06-11,2011-07-05,3.0,36.75,36.75,2011-07-05
408,749,7,60,2011-06-12,2011-06-23,2011-06-15,2011-06-23,4.0,49.0,49.0,2011-06-23
409,751,7,60,2011-06-12,2011-06-23,2011-06-15,2011-06-23,4.0,49.0,49.0,2011-06-23
410,773,7,60,2011-06-12,2011-06-23,2011-06-15,2011-06-23,4.0,49.0,49.0,2011-06-23
411,516,6,50,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.0,36.75,36.75,2011-06-23
411,516,7,60,2011-06-12,2011-06-23,2011-06-15,2011-06-23,4.0,49.0,49.0,2011-06-23
412,519,6,50,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.0,36.75,36.75,2011-06-23
412,519,7,60,2011-06-12,2011-06-23,2011-06-15,2011-06-23,4.0,49.0,49.0,2011-06-23
416,807,6,50,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.0,36.75,36.75,2011-06-23
417,810,1,10,2011-06-12,2011-06-23,2011-06-15,2011-06-23,4.1,92.25,92.25,2011-06-23
417,810,2,20,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.5,87.5,87.5,2011-06-23
417,810,6,50,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.0,36.75,36.75,2011-06-23
418,813,1,10,2011-06-12,2011-06-23,2011-06-15,2011-06-23,4.1,92.25,92.25,2011-06-23
418,813,2,20,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.5,87.5,87.5,2011-06-23
418,813,6,50,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.0,36.75,36.75,2011-06-23
419,817,6,50,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.0,36.75,36.75,2011-06-23
420,820,6,50,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.0,36.75,36.75,2011-06-23
421,825,6,50,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.0,36.75,36.75,2011-06-23
422,828,6,50,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.0,36.75,36.75,2011-06-23
423,894,6,50,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.0,36.75,36.75,2011-06-23
424,945,1,10,2011-06-12,2011-06-23,2011-06-15,2011-06-23,4.1,92.25,92.25,2011-06-23
424,945,6,50,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.0,36.75,36.75,2011-06-23
425,951,6,50,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.0,36.75,36.75,2011-06-23
426,996,6,50,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.0,36.75,36.75,2011-06-23
439,804,1,10,2011-06-12,2011-06-23,2011-06-15,2011-06-23,4.1,92.25,92.25,2011-06-23
439,804,6,50,2011-06-12,2011-06-23,2011-06-15,2011-06-23,3.0,36.75,36.75,2011-06-23
444,749,7,60,2011-06-13,2011-06-24,2011-06-13,2011-07-09,4.0,49.0,49.0,2011-07-09
445,750,7,60,2011-06-13,2011-06-24,2011-06-13,2011-07-09,4.0,49.0,49.0,2011-07-09
446,751,7,60,2011-06-13,2011-06-24,2011-06-13,2011-07-09,4.0,49.0,49.0,2011-07-09
447,519,6,50,2011-06-13,2011-06-24,2011-06-13,2011-07-09,3.0,36.75,36.75,2011-07-09
447,519,7,60,2011-06-13,2011-06-24,2011-06-13,2011-07-09,4.0,49.0,49.0,2011-07-09
451,807,6,50,2011-06-13,2011-06-24,2011-06-13,2011-07-09,3.0,36.75,36.75,2011-07-09
452,813,1,10,2011-06-13,2011-06-24,2011-06-13,2011-07-09,4.1,92.25,92.25,2011-07-09
452,813,2,20,2011-06-13,2011-06-24,2011-06-13,2011-07-09,3.5,87.5,87.5,2011-07-09
452,813,6,50,2011-06-13,2011-06-24,2011-06-13,2011-07-09,3.0,36.75,36.75,2011-07-09
453,820,6,50,2011-06-13,2011-06-24,2011-06-13,2011-07-09,3.0,36.75,36.75,2011-07-09
454,828,6,50,2011-06-13,2011-06-24,2011-06-13,2011-07-09,3.0,36.75,36.75,2011-07-09
455,894,6,50,2011-06-13,2011-06-24,2011-06-13,2011-07-09,3.0,36.75,36.75,2011-07-09
456,945,1,10,2011-06-13,2011-06-24,2011-06-13,2011-07-09,4.1,92.25,92.25,2011-07-09
456,945,6,50,2011-06-13,2011-06-24,2011-06-13,2011-07-09,3.0,36.75,36.75,2011-07-09
457,951,6,50,2011-06-13,2011-06-24,2011-06-13,2011-07-09,3.0,36.75,36.75,2011-07-09
458,996,6,50,2011-06-13,2011-06-24,2011-06-13,2011-07-09,3.0,36.75,36.75,2011-07-09
470,804,1,10,2011-06-13,2011-06-24,2011-06-13,2011-07-09,4.1,92.25,92.25,2011-07-09
470,804,6,50,2011-06-13,2011-06-24,2011-06-13,2011-07-09,3.0,36.75,36.75,2011-07-09
475,749,7,60,2011-06-14,2011-06-25,2011-06-19,2011-06-25,4.0,49.0,49.0,2011-06-25
476,752,7,60,2011-06-14,2011-06-25,2011-06-19,2011-06-25,4.0,49.0,49.0,2011-06-25
477,753,7,60,2011-06-14,2011-06-25,2011-06-19,2011-06-25,4.0,49.0,49.0,2011-06-25
478,774,7,60,2011-06-14,2011-06-25,2011-06-19,2011-06-25,4.0,49.0,49.0,2011-06-25
479,516,6,50,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.0,36.75,36.75,2011-06-25
479,516,7,60,2011-06-14,2011-06-25,2011-06-19,2011-06-25,4.0,49.0,49.0,2011-06-25
480,519,6,50,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.0,36.75,36.75,2011-06-25
480,519,7,60,2011-06-14,2011-06-25,2011-06-19,2011-06-25,4.0,49.0,49.0,2011-06-25
485,807,6,50,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.0,36.75,36.75,2011-06-25
486,810,1,10,2011-06-14,2011-06-25,2011-06-19,2011-06-25,4.1,92.25,92.25,2011-06-25
486,810,2,20,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.5,87.5,87.5,2011-06-25
486,810,6,50,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.0,36.75,36.75,2011-06-25
487,813,1,10,2011-06-14,2011-06-25,2011-06-19,2011-06-25,4.1,92.25,92.25,2011-06-25
487,813,2,20,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.5,87.5,87.5,2011-06-25
487,813,6,50,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.0,36.75,36.75,2011-06-25
488,817,6,50,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.0,36.75,36.75,2011-06-25
489,820,6,50,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.0,36.75,36.75,2011-06-25
490,825,6,50,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.0,36.75,36.75,2011-06-25
491,828,6,50,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.0,36.75,36.75,2011-06-25
492,894,6,50,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.0,36.75,36.75,2011-06-25
493,945,1,10,2011-06-14,2011-06-25,2011-06-19,2011-06-25,4.1,92.25,92.25,2011-06-25
493,945,6,50,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.0,36.75,36.75,2011-06-25
494,951,6,50,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.0,36.75,36.75,2011-06-25
495,996,6,50,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.0,36.75,36.75,2011-06-25
508,804,1,10,2011-06-14,2011-06-25,2011-06-19,2011-06-25,4.1,92.25,92.25,2011-06-25
508,804,6,50,2011-06-14,2011-06-25,2011-06-19,2011-06-25,3.0,36.75,36.75,2011-06-25
513,750,7,60,2011-06-15,2011-06-26,2011-06-15,2011-07-13,4.0,49.0,49.0,2011-07-13
514,751,7,60,2011-06-15,2011-06-26,2011-06-15,2011-07-13,4.0,49.0,49.0,2011-07-13
515,519,6,50,2011-06-15,2011-06-26,2011-06-15,2011-07-13,3.0,36.75,36.75,2011-07-13
515,519,7,60,2011-06-15,2011-06-26,2011-06-15,2011-07-13,4.0,49.0,49.0,2011-07-13
518,807,6,50,2011-06-15,2011-06-26,2011-06-15,2011-07-13,3.0,36.75,36.75,2011-07-13
519,813,1,10,2011-06-15,2011-06-26,2011-06-15,2011-07-13,4.1,92.25,92.25,2011-07-13
519,813,2,20,2011-06-15,2011-06-26,2011-06-15,2011-07-13,3.5,87.5,87.5,2011-07-13
519,813,6,50,2011-06-15,2011-06-26,2011-06-15,2011-07-13,3.0,36.75,36.75,2011-07-13
520,820,6,50,2011-06-15,2011-06-26,2011-06-15,2011-07-13,3.0,36.75,36.75,2011-07-13
521,828,6,50,2011-06-15,2011-06-26,2011-06-15,2011-07-13,3.0,36.75,36.75,2011-07-13
522,894,6,50,2011-06-15,2011-06-26,2011-06-15,2011-07-13,3.0,36.75,36.75,2011-07-13
523,945,1,10,2011-06-15,2011-06-26,2011-06-15,2011-07-13,4.1,92.25,92.25,2011-07-13
523,945,6,50,2011-06-15,2011-06-26,2011-06-15,2011-07-13,3.0,36.75,36.75,2011-07-13
524,951,6,50,2011-06-15,2011-06-26,2011-06-15,2011-07-13,3.0,36.75,36.75,2011-07-13
525,996,6,50,2011-06-15,2011-06-26,2011-06-15,2011-07-13,3.0,36.75,36.75,2011-07-13
537,804,1,10,2011-06-15,2011-06-26,2011-06-15,2011-07-13,4.1,92.25,92.25,2011-07-13
537,804,6,50,2011-06-15,2011-06-26,2011-06-15,2011-07-13,3.0,36.75,36.75,2011-07-13
542,749,7,60,2011-06-16,2011-06-27,2011-06-23,2011-06-27,4.0,49.0,49.0,2011-06-27
543,750,7,60,2011-06-16,2011-06-27,2011-06-23,2011-06-27,4.0,49.0,49.0,2011-06-27
544,752,7,60,2011-06-16,2011-06-27,2011-06-23,2011-06-27,4.0,49.0,49.0,2011-06-27
545,753,7,60,2011-06-16,2011-06-27,2011-06-23,2011-06-27,4.0,49.0,49.0,2011-06-27
546,519,6,50,2011-06-16,2011-06-27,2011-06-23,2011-06-27,3.0,36.75,36.75,2011-06-27
546,519,7,60,2011-06-16,2011-06-27,2011-06-23,2011-06-27,4.0,49.0,49.0,2011-06-27
551,807,6,50,2011-06-16,2011-06-27,2011-06-23,2011-06-27,3.0,36.75,36.75,2011-06-27
552,813,1,10,2011-06-16,2011-06-27,2011-06-23,2011-06-27,4.1,92.25,92.25,2011-06-27
552,813,2,20,2011-06-16,2011-06-27,2011-06-23,2011-06-27,3.5,87.5,87.5,2011-06-27
552,813,6,50,2011-06-16,2011-06-27,2011-06-23,2011-06-27,3.0,36.75,36.75,2011-06-27
553,820,6,50,2011-06-16,2011-06-27,2011-06-23,2011-06-27,3.0,36.75,36.75,2011-06-27
554,828,6,50,2011-06-16,2011-06-27,2011-06-23,2011-06-27,3.0,36.75,36.75,2011-06-27
555,894,6,50,2011-06-16,2011-06-27,2011-06-23,2011-06-27,3.0,36.75,36.75,2011-06-27
556,945,1,10,2011-06-16,2011-06-27,2011-06-23,2011-06-27,4.1,92.25,92.25,2011-06-27
556,945,6,50,2011-06-16,2011-06-27,2011-06-23,2011-06-27,3.0,36.75,36.75,2011-06-27
557,951,6,50,2011-06-16,2011-06-27,2011-06-23,2011-06-27,3.0,36.75,36.75,2011-06-27
558,996,6,50,2011-06-16,2011-06-27,2011-06-23,2011-06-27,3.0,36.75,36.75,2011-06-27
570,804,1,10,2011-06-16,2011-06-27,2011-06-23,2011-06-27,4.1,92.25,92.25,2011-06-27
570,804,6,50,2011-06-16,2011-06-27,2011-06-23,2011-06-27,3.0,36.75,36.75,2011-06-27
575,750,7,60,2011-06-17,2011-06-28,2011-06-17,2011-07-17,4.0,49.0,49.0,2011-07-17
576,751,7,60,2011-06-17,2011-06-28,2011-06-17,2011-07-17,4.0,49.0,49.0,2011-07-17
577,765,7,60,2011-06-17,2011-06-28,2011-06-17,2011-07-17,4.0,49.0,49.0,2011-07-17
578,777,7,60,2011-06-17,2011-06-28,2011-06-17,2011-07-17,4.0,49.0,49.0,2011-07-17
579,516,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
579,516,7,60,2011-06-17,2011-06-28,2011-06-17,2011-07-17,4.0,49.0,49.0,2011-07-17
580,517,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
580,517,7,60,2011-06-17,2011-06-28,2011-06-17,2011-07-17,4.0,49.0,49.0,2011-07-17
581,519,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
581,519,7,60,2011-06-17,2011-06-28,2011-06-17,2011-07-17,4.0,49.0,49.0,2011-07-17
586,806,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
587,807,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
588,810,1,10,2011-06-17,2011-06-28,2011-06-17,2011-07-17,4.1,92.25,92.25,2011-07-17
588,810,2,20,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.5,87.5,87.5,2011-07-17
588,810,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
589,811,1,10,2011-06-17,2011-06-28,2011-06-17,2011-07-17,4.1,92.25,92.25,2011-07-17
589,811,2,20,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.5,87.5,87.5,2011-07-17
589,811,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
590,813,1,10,2011-06-17,2011-06-28,2011-06-17,2011-07-17,4.1,92.25,92.25,2011-07-17
590,813,2,20,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.5,87.5,87.5,2011-07-17
590,813,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
591,817,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
592,818,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
593,820,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
594,825,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
595,826,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
596,828,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
597,894,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
598,945,1,10,2011-06-17,2011-06-28,2011-06-17,2011-07-17,4.1,92.25,92.25,2011-07-17
598,945,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
599,950,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
600,951,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
601,994,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
602,996,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
616,802,1,10,2011-06-17,2011-06-28,2011-06-17,2011-07-17,4.1,92.25,92.25,2011-07-17
616,802,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
617,804,1,10,2011-06-17,2011-06-28,2011-06-17,2011-07-17,4.1,92.25,92.25,2011-07-17
617,804,6,50,2011-06-17,2011-06-28,2011-06-17,2011-07-17,3.0,36.75,36.75,2011-07-17
622,749,7,60,2011-06-18,2011-06-29,2011-06-27,2011-06-29,4.0,49.0,49.0,2011-06-29
623,753,7,60,2011-06-18,2011-06-29,2011-06-27,2011-06-29,4.0,49.0,49.0,2011-06-29
624,519,6,50,2011-06-18,2011-06-29,2011-06-27,2011-06-29,3.0,36.75,36.75,2011-06-29
624,519,7,60,2011-06-18,2011-06-29,2011-06-27,2011-06-29,4.0,49.0,49.0,2011-06-29
627,807,6,50,2011-06-18,2011-06-29,2011-06-27,2011-06-29,3.0,36.75,36.75,2011-06-29
628,813,1,10,2011-06-18,2011-06-29,2011-06-27,2011-06-29,4.1,92.25,92.25,2011-06-29
628,813,2,20,2011-06-18,2011-06-29,2011-06-27,2011-06-29,3.5,87.5,87.5,2011-06-29
628,813,6,50,2011-06-18,2011-06-29,2011-06-27,2011-06-29,3.0,36.75,36.75,2011-06-29
629,820,6,50,2011-06-18,2011-06-29,2011-06-27,2011-06-29,3.0,36.75,36.75,2011-06-29
630,828,6,50,2011-06-18,2011-06-29,2011-06-27,2011-06-29,3.0,36.75,36.75,2011-06-29
631,894,6,50,2011-06-18,2011-06-29,2011-06-27,2011-06-29,3.0,36.75,36.75,2011-06-29
632,945,1,10,2011-06-18,2011-06-29,2011-06-27,2011-06-29,4.1,92.25,92.25,2011-06-29
632,945,6,50,2011-06-18,2011-06-29,2011-06-27,2011-06-29,3.0,36.75,36.75,2011-06-29
633,951,6,50,2011-06-18,2011-06-29,2011-06-27,2011-06-29,3.0,36.75,36.75,2011-06-29
634,996,6,50,2011-06-18,2011-06-29,2011-06-27,2011-06-29,3.0,36.75,36.75,2011-06-29
646,804,1,10,2011-06-18,2011-06-29,2011-06-27,2011-06-29,4.1,92.25,92.25,2011-06-29
646,804,6,50,2011-06-18,2011-06-29,2011-06-27,2011-06-29,3.0,36.75,36.75,2011-06-29
651,749,7,60,2011-06-19,2011-06-30,2011-06-19,2011-07-21,4.0,49.0,49.0,2011-07-21
652,752,7,60,2011-06-19,2011-06-30,2011-06-19,2011-07-21,4.0,49.0,49.0,2011-07-21
653,753,7,60,2011-06-19,2011-06-30,2011-06-19,2011-07-21,4.0,49.0,49.0,2011-07-21
654,773,7,60,2011-06-19,2011-06-30,2011-06-19,2011-07-21,4.0,49.0,49.0,2011-07-21
655,516,6,50,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.0,36.75,36.75,2011-07-21
655,516,7,60,2011-06-19,2011-06-30,2011-06-19,2011-07-21,4.0,49.0,49.0,2011-07-21
656,519,6,50,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.0,36.75,36.75,2011-07-21
656,519,7,60,2011-06-19,2011-06-30,2011-06-19,2011-07-21,4.0,49.0,49.0,2011-07-21
661,807,6,50,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.0,36.75,36.75,2011-07-21
662,810,1,10,2011-06-19,2011-06-30,2011-06-19,2011-07-21,4.1,92.25,92.25,2011-07-21
662,810,2,20,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.5,87.5,87.5,2011-07-21
662,810,6,50,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.0,36.75,36.75,2011-07-21
663,813,1,10,2011-06-19,2011-06-30,2011-06-19,2011-07-21,4.1,92.25,92.25,2011-07-21
663,813,2,20,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.5,87.5,87.5,2011-07-21
663,813,6,50,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.0,36.75,36.75,2011-07-21
664,817,6,50,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.0,36.75,36.75,2011-07-21
665,820,6,50,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.0,36.75,36.75,2011-07-21
666,825,6,50,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.0,36.75,36.75,2011-07-21
667,828,6,50,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.0,36.75,36.75,2011-07-21
668,894,6,50,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.0,36.75,36.75,2011-07-21
669,945,1,10,2011-06-19,2011-06-30,2011-06-19,2011-07-21,4.1,92.25,92.25,2011-07-21
669,945,6,50,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.0,36.75,36.75,2011-07-21
670,951,6,50,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.0,36.75,36.75,2011-07-21
671,996,6,50,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.0,36.75,36.75,2011-07-21
684,804,1,10,2011-06-19,2011-06-30,2011-06-19,2011-07-21,4.1,92.25,92.25,2011-07-21
684,804,6,50,2011-06-19,2011-06-30,2011-06-19,2011-07-21,3.0,36.75,36.75,2011-07-21
689,752,7,60,2011-06-20,2011-07-01,2011-07-01,2011-07-02,4.0,49.0,49.0,2011-07-02
690,777,7,60,2011-06-20,2011-07-01,2011-07-01,2011-07-02,4.0,49.0,49.0,2011-07-02
691,516,6,50,2011-06-20,2011-07-01,2011-07-01,2011-07-02,3.0,36.75,36.75,2011-07-02
691,516,7,60,2011-06-20,2011-07-01,2011-07-01,2011-07-02,4.0,49.0,49.0,2011-07-02
692,519,6,50,2011-06-20,2011-07-01,2011-07-01,2011-07-02,3.0,36.75,36.75,2011-07-02
692,519,7,60,2011-06-20,2011-07-01,2011-07-01,2011-07-02,4.0,49.0,49.0,2011-07-02
695,807,6,50,2011-06-20,2011-07-01,2011-07-01,2011-07-02,3.0,36.75,36.75,2011-07-02
696,810,1,10,2011-06-20,2011-07-01,2011-07-01,2011-07-02,4.1,92.25,92.25,2011-07-02
696,810,2,20,2011-06-20,2011-07-01,2011-07-01,2011-07-02,3.5,87.5,87.5,2011-07-02
696,810,6,50,2011-06-20,2011-07-01,2011-07-01,2011-07-02,3.0,36.75,36.75,2011-07-02
697,813,1,10,2011-06-20,2011-07-01,2011-07-01,2011-07-02,4.1,92.25,92.25,2011-07-02
