workorderid,productid,orderqty,scrappedqty,startdate,enddate,duedate,scrapreasonid,modifieddate
376,720,1,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
377,721,1,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
378,740,2,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
379,744,1,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
380,807,6,0,2011-06-11,2011-07-05,2011-06-22,,2011-07-05
381,810,3,0,2011-06-11,2011-07-05,2011-06-22,,2011-07-05
382,813,3,0,2011-06-11,2011-07-05,2011-06-22,,2011-07-05
383,817,3,0,2011-06-11,2011-07-05,2011-06-22,,2011-07-05
384,820,3,0,2011-06-11,2011-07-05,2011-06-22,,2011-07-05
385,825,3,0,2011-06-11,2011-07-05,2011-06-22,,2011-07-05
386,828,3,0,2011-06-11,2011-07-05,2011-06-22,,2011-07-05
387,894,6,0,2011-06-11,2011-07-05,2011-06-22,,2011-07-05
388,945,6,0,2011-06-11,2011-07-05,2011-06-22,,2011-07-05
389,951,6,0,2011-06-11,2011-07-05,2011-06-22,,2011-07-05
390,996,6,0,2011-06-11,2011-07-05,2011-06-22,,2011-07-05
391,3,60,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
392,324,12,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
393,327,6,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
394,328,6,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
395,329,6,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
396,398,6,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
397,399,6,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
398,401,12,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
399,529,6,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
400,532,24,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
401,533,6,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
402,534,6,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
403,804,6,0,2011-06-11,2011-07-05,2011-06-22,,2011-07-05
404,316,12,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
405,331,12,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
406,350,6,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
407,531,6,0,2011-06-11,2011-06-21,2011-06-22,,2011-06-21
408,749,1,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
409,751,1,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
410,773,1,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
411,516,1,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
412,519,2,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
413,717,1,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
414,719,1,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
415,740,1,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
416,807,3,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
417,810,1,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
418,813,2,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
419,817,1,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
420,820,2,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
421,825,1,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
422,828,2,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
423,894,3,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
424,945,3,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
425,951,3,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
426,996,3,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
427,3,30,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
428,324,6,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
429,327,3,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
430,328,2,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
431,329,4,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
432,398,3,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
433,399,3,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
434,401,6,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
435,529,3,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
436,532,12,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
437,533,3,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
438,534,3,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
439,804,3,0,2011-06-12,2011-06-23,2011-06-23,,2011-06-23
440,316,6,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
441,331,6,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
442,350,3,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
443,531,3,0,2011-06-12,2011-06-22,2011-06-23,,2011-06-22
444,749,1,0,2011-06-13,2011-07-09,2011-06-24,,2011-07-09
445,750,1,0,2011-06-13,2011-07-09,2011-06-24,,2011-07-09
446,751,2,0,2011-06-13,2011-07-09,2011-06-24,,2011-07-09
447,519,4,0,2011-06-13,2011-07-09,2011-06-24,,2011-07-09
448,717,1,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
449,718,1,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
450,719,2,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
451,807,4,0,2011-06-13,2011-07-09,2011-06-24,,2011-07-09
452,813,4,0,2011-06-13,2011-07-09,2011-06-24,,2011-07-09
453,820,4,0,2011-06-13,2011-07-09,2011-06-24,,2011-07-09
454,828,4,0,2011-06-13,2011-07-09,2011-06-24,,2011-07-09
455,894,4,0,2011-06-13,2011-07-09,2011-06-24,,2011-07-09
456,945,4,0,2011-06-13,2011-07-09,2011-06-24,,2011-07-09
457,951,4,0,2011-06-13,2011-07-09,2011-06-24,,2011-07-09
458,996,4,0,2011-06-13,2011-07-09,2011-06-24,,2011-07-09
459,3,40,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
460,324,8,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
461,327,4,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
462,329,8,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
463,398,4,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
464,399,4,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
465,401,8,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
466,529,4,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
467,532,16,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
468,533,4,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
469,534,4,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
470,804,4,0,2011-06-13,2011-07-09,2011-06-24,,2011-07-09
471,316,8,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
472,331,8,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
473,350,4,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
474,531,4,0,2011-06-13,2011-06-23,2011-06-24,,2011-06-23
475,749,1,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
476,752,1,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
477,753,1,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
478,774,1,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
479,516,1,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
480,519,3,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
481,717,1,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
482,720,1,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
483,721,1,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
484,741,1,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
485,807,4,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
486,810,1,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
487,813,3,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
488,817,1,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
489,820,3,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
490,825,1,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
491,828,3,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
492,894,4,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
493,945,4,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
494,951,4,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
495,996,4,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
496,3,40,1,2011-06-14,2011-06-24,2011-06-25,16.0,2011-06-24
497,324,8,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
498,327,4,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
499,328,2,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
500,329,6,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
501,398,4,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
502,399,4,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
503,401,8,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
504,529,4,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
505,532,16,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
506,533,4,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
507,534,4,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
508,804,4,0,2011-06-14,2011-06-25,2011-06-25,,2011-06-25
509,316,8,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
510,331,8,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
511,350,4,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
512,531,4,0,2011-06-14,2011-06-24,2011-06-25,,2011-06-24
513,750,1,0,2011-06-15,2011-07-13,2011-06-26,,2011-07-13
514,751,1,0,2011-06-15,2011-07-13,2011-06-26,,2011-07-13
515,519,2,0,2011-06-15,2011-07-13,2011-06-26,,2011-07-13
516,718,1,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
517,719,1,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
518,807,2,0,2011-06-15,2011-07-13,2011-06-26,,2011-07-13
519,813,2,0,2011-06-15,2011-07-13,2011-06-26,,2011-07-13
520,820,2,0,2011-06-15,2011-07-13,2011-06-26,,2011-07-13
521,828,2,0,2011-06-15,2011-07-13,2011-06-26,,2011-07-13
522,894,2,0,2011-06-15,2011-07-13,2011-06-26,,2011-07-13
523,945,2,0,2011-06-15,2011-07-13,2011-06-26,,2011-07-13
524,951,2,0,2011-06-15,2011-07-13,2011-06-26,,2011-07-13
525,996,2,0,2011-06-15,2011-07-13,2011-06-26,,2011-07-13
526,3,20,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
527,324,4,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
528,327,2,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
529,329,4,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
530,398,2,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
531,399,2,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
532,401,4,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
533,529,2,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
534,532,8,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
535,533,2,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
536,534,2,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
537,804,2,0,2011-06-15,2011-07-13,2011-06-26,,2011-07-13
538,316,4,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
539,331,4,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
540,350,2,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
541,531,2,0,2011-06-15,2011-06-25,2011-06-26,,2011-06-25
542,749,1,0,2011-06-16,2011-06-27,2011-06-27,,2011-06-27
543,750,2,0,2011-06-16,2011-06-27,2011-06-27,,2011-06-27
544,752,2,0,2011-06-16,2011-06-27,2011-06-27,,2011-06-27
545,753,2,0,2011-06-16,2011-06-27,2011-06-27,,2011-06-27
546,519,7,0,2011-06-16,2011-06-27,2011-06-27,,2011-06-27
547,717,1,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
548,718,2,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
549,720,2,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
550,721,2,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
551,807,7,0,2011-06-16,2011-06-27,2011-06-27,,2011-06-27
552,813,7,0,2011-06-16,2011-06-27,2011-06-27,,2011-06-27
553,820,7,0,2011-06-16,2011-06-27,2011-06-27,,2011-06-27
554,828,7,0,2011-06-16,2011-06-27,2011-06-27,,2011-06-27
555,894,7,0,2011-06-16,2011-06-27,2011-06-27,,2011-06-27
556,945,7,0,2011-06-16,2011-06-27,2011-06-27,,2011-06-27
557,951,7,0,2011-06-16,2011-06-27,2011-06-27,,2011-06-27
558,996,7,0,2011-06-16,2011-06-27,2011-06-27,,2011-06-27
559,3,70,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
560,324,14,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
561,327,7,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
562,329,14,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
563,398,7,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
564,399,7,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
565,401,14,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
566,529,7,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
567,532,28,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
568,533,7,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
569,534,7,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
570,804,7,0,2011-06-16,2011-06-27,2011-06-27,,2011-06-27
571,316,14,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
572,331,14,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
573,350,7,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
574,531,7,0,2011-06-16,2011-06-26,2011-06-27,,2011-06-26
575,750,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
576,751,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
577,765,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
578,777,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
579,516,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
580,517,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
581,519,2,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
582,718,1,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
583,719,1,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
584,722,1,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
585,744,1,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
586,806,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
587,807,3,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
588,810,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
589,811,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
590,813,2,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
591,817,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
592,818,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
593,820,2,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
594,825,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
595,826,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
596,828,2,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
597,894,4,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
598,945,4,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
599,950,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
600,951,3,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
601,994,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
602,996,3,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
603,3,40,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
604,324,8,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
605,327,4,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
606,328,2,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
607,329,6,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
608,398,4,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
609,399,4,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
610,400,2,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
611,401,6,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
612,529,4,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
613,532,16,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
614,533,4,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
615,534,4,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
616,802,1,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
617,804,3,0,2011-06-17,2011-07-17,2011-06-28,,2011-07-17
618,316,8,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
619,331,8,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
620,350,4,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
621,531,4,0,2011-06-17,2011-06-27,2011-06-28,,2011-06-27
622,749,3,0,2011-06-18,2011-06-29,2011-06-29,,2011-06-29
623,753,1,0,2011-06-18,2011-06-29,2011-06-29,,2011-06-29
624,519,4,0,2011-06-18,2011-06-29,2011-06-29,,2011-06-29
625,717,3,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
626,721,1,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
627,807,4,0,2011-06-18,2011-06-29,2011-06-29,,2011-06-29
628,813,4,0,2011-06-18,2011-06-29,2011-06-29,,2011-06-29
629,820,4,0,2011-06-18,2011-06-29,2011-06-29,,2011-06-29
630,828,4,0,2011-06-18,2011-06-29,2011-06-29,,2011-06-29
631,894,4,0,2011-06-18,2011-06-29,2011-06-29,,2011-06-29
632,945,4,0,2011-06-18,2011-06-29,2011-06-29,,2011-06-29
633,951,4,0,2011-06-18,2011-06-29,2011-06-29,,2011-06-29
634,996,4,0,2011-06-18,2011-06-29,2011-06-29,,2011-06-29
635,3,40,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
636,324,8,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
637,327,4,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
638,329,8,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
639,398,4,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
640,399,4,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
641,401,8,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
642,529,4,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
643,532,16,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
644,533,4,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
645,534,4,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
646,804,4,0,2011-06-18,2011-06-29,2011-06-29,,2011-06-29
647,316,8,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
648,331,8,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
649,350,4,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
650,531,4,0,2011-06-18,2011-06-28,2011-06-29,,2011-06-28
651,749,1,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
652,752,1,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
653,753,1,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
654,773,1,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
655,516,1,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
656,519,3,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
657,717,1,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
658,720,1,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
659,721,1,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
660,740,1,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
661,807,4,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
662,810,1,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
663,813,3,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
664,817,1,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
665,820,3,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
666,825,1,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
667,828,3,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
668,894,4,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
669,945,4,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
670,951,4,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
671,996,4,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
672,3,40,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
673,324,8,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
674,327,4,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
675,328,2,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
676,329,6,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
677,398,4,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
678,399,4,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
679,401,8,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
680,529,4,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
681,532,16,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
682,533,4,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
683,534,4,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
684,804,4,0,2011-06-19,2011-07-21,2011-06-30,,2011-07-21
685,316,8,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
686,331,8,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
687,350,4,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
688,531,4,0,2011-06-19,2011-06-29,2011-06-30,,2011-06-29
689,752,1,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
690,777,1,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
691,516,1,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
692,519,1,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
693,720,1,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
694,744,1,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
695,807,2,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
696,810,1,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
697,813,1,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
698,817,1,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
699,820,1,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
700,825,1,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
701,828,1,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
702,894,2,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
703,945,2,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
704,951,2,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
705,996,2,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
706,3,20,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
707,324,4,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
708,327,2,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
709,328,2,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
710,329,2,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
711,398,2,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
712,399,2,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
713,401,4,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
714,529,2,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
715,532,8,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
716,533,2,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
717,534,2,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
718,804,2,0,2011-06-20,2011-07-02,2011-07-01,,2011-07-02
719,316,4,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
720,331,4,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
721,350,2,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
722,531,2,0,2011-06-20,2011-06-30,2011-07-01,,2011-06-30
723,751,4,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
724,752,1,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
725,753,1,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
726,764,1,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
727,774,1,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
728,516,1,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
729,517,1,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
730,519,6,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
731,719,4,0,2011-06-21,2011-07-01,2011-07-02,,2011-07-01
732,720,1,0,2011-06-21,2011-07-01,2011-07-02,,2011-07-01
733,721,1,0,2011-06-21,2011-07-01,2011-07-02,,2011-07-01
734,727,1,0,2011-06-21,2011-07-01,2011-07-02,,2011-07-01
735,741,1,0,2011-06-21,2011-07-01,2011-07-02,,2011-07-01
736,806,1,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
737,807,7,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
738,810,1,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
739,811,1,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
740,813,6,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
741,817,1,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
742,818,1,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
743,820,6,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
744,825,1,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
745,826,1,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
746,828,6,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
747,894,8,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
748,945,8,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
749,950,1,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
750,951,7,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
751,994,1,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
752,996,7,0,2011-06-21,2011-07-02,2011-07-02,,2011-07-02
