transactionid,productid,referenceorderid,referenceorderlineid,transactiondate,transactiontype,quantity,actualcost,modifieddate
436,734,55,0,2011-06-03,W,27,0.0,2011-06-03
437,735,56,0,2011-06-03,W,11,0.0,2011-06-03
438,736,57,0,2011-06-03,W,13,0.0,2011-06-03
439,738,58,0,2011-06-03,W,29,0.0,2011-06-03
440,739,59,0,2011-06-03,W,5,0.0,2011-06-03
441,740,60,0,2011-06-03,W,17,0.0,2011-06-03
442,741,61,0,2011-06-03,W,7,0.0,2011-06-03
443,743,62,0,2011-06-03,W,16,0.0,2011-06-03
444,744,63,0,2011-06-03,W,23,0.0,2011-06-03
445,745,64,0,2011-06-03,W,20,0.0,2011-06-03
446,747,65,0,2011-06-03,W,22,0.0,2011-06-03
447,748,66,0,2011-06-03,W,10,0.0,2011-06-03
448,806,67,0,2011-06-03,W,322,0.0,2011-06-03
449,807,68,0,2011-06-03,W,138,0.0,2011-06-03
450,810,69,0,2011-06-03,W,120,0.0,2011-06-03
451,811,70,0,2011-06-03,W,224,0.0,2011-06-03
452,812,71,0,2011-06-03,W,98,0.0,2011-06-03
453,813,72,0,2011-06-03,W,18,0.0,2011-06-03
454,817,73,0,2011-06-03,W,120,0.0,2011-06-03
455,818,74,0,2011-06-03,W,224,0.0,2011-06-03
456,819,75,0,2011-06-03,W,98,0.0,2011-06-03
457,820,76,0,2011-06-03,W,18,0.0,2011-06-03
458,825,77,0,2011-06-03,W,120,0.0,2011-06-03
459,826,78,0,2011-06-03,W,224,0.0,2011-06-03
460,827,79,0,2011-06-03,W,98,0.0,2011-06-03
461,828,80,0,2011-06-03,W,18,0.0,2011-06-03
462,894,81,0,2011-06-03,W,460,0.0,2011-06-03
463,945,82,0,2011-06-03,W,460,0.0,2011-06-03
464,950,83,0,2011-06-03,W,322,0.0,2011-06-03
465,951,84,0,2011-06-03,W,138,0.0,2011-06-03
466,994,85,0,2011-06-03,W,224,0.0,2011-06-03
467,995,86,0,2011-06-03,W,98,0.0,2011-06-03
468,996,87,0,2011-06-03,W,138,0.0,2011-06-03
469,3,88,0,2011-06-03,W,4600,0.0,2011-06-03
470,324,89,0,2011-06-03,W,1148,0.0,2011-06-03
471,327,90,0,2011-06-03,W,574,0.0,2011-06-03
472,328,91,0,2011-06-03,W,240,0.0,2011-06-03
473,329,92,0,2011-06-03,W,680,0.0,2011-06-03
474,398,93,0,2011-06-03,W,460,0.0,2011-06-03
475,399,94,0,2011-06-03,W,574,0.0,2011-06-03
476,400,95,0,2011-06-03,W,448,0.0,2011-06-03
477,401,96,0,2011-06-03,W,472,0.0,2011-06-03
478,529,97,0,2011-06-03,W,460,0.0,2011-06-03
479,532,98,0,2011-06-03,W,2296,0.0,2011-06-03
480,533,99,0,2011-06-03,W,574,0.0,2011-06-03
481,534,100,0,2011-06-03,W,574,0.0,2011-06-03
482,802,101,0,2011-06-03,W,305,0.0,2011-06-03
483,803,102,0,2011-06-03,W,118,0.0,2011-06-03
484,804,103,0,2011-06-03,W,151,0.0,2011-06-03
485,316,104,0,2011-06-03,W,1148,0.0,2011-06-03
486,331,105,0,2011-06-03,W,1148,0.0,2011-06-03
487,350,106,0,2011-06-03,W,574,0.0,2011-06-03
488,531,107,0,2011-06-03,W,574,0.0,2011-06-03
489,753,43711,1,2011-06-03,S,1,3578.27,2011-06-03
490,750,43712,1,2011-06-03,S,1,3578.27,2011-06-03
491,749,108,0,2011-06-04,W,1,0.0,2011-06-04
492,750,109,0,2011-06-04,W,1,0.0,2011-06-04
493,771,110,0,2011-06-04,W,1,0.0,2011-06-04
494,778,111,0,2011-06-04,W,1,0.0,2011-06-04
495,516,112,0,2011-06-04,W,2,0.0,2011-06-04
496,519,113,0,2011-06-04,W,2,0.0,2011-06-04
497,717,114,0,2011-06-04,W,1,0.0,2011-06-04
498,718,115,0,2011-06-04,W,1,0.0,2011-06-04
499,745,116,0,2011-06-04,W,1,0.0,2011-06-04
500,748,117,0,2011-06-04,W,1,0.0,2011-06-04
501,807,118,0,2011-06-04,W,4,0.0,2011-06-04
502,810,119,0,2011-06-04,W,2,0.0,2011-06-04
503,813,120,0,2011-06-04,W,2,0.0,2011-06-04
504,817,121,0,2011-06-04,W,2,0.0,2011-06-04
505,820,122,0,2011-06-04,W,2,0.0,2011-06-04
506,825,123,0,2011-06-04,W,2,0.0,2011-06-04
507,828,124,0,2011-06-04,W,2,0.0,2011-06-04
508,894,125,0,2011-06-04,W,4,0.0,2011-06-04
509,945,126,0,2011-06-04,W,4,0.0,2011-06-04
510,951,127,0,2011-06-04,W,4,0.0,2011-06-04
511,996,128,0,2011-06-04,W,4,0.0,2011-06-04
512,3,129,0,2011-06-04,W,40,0.0,2011-06-04
513,324,130,0,2011-06-04,W,8,0.0,2011-06-04
514,327,131,0,2011-06-04,W,4,0.0,2011-06-04
515,328,132,0,2011-06-04,W,4,0.0,2011-06-04
516,329,133,0,2011-06-04,W,4,0.0,2011-06-04
517,398,134,0,2011-06-04,W,4,0.0,2011-06-04
518,399,135,0,2011-06-04,W,4,0.0,2011-06-04
519,401,136,0,2011-06-04,W,8,0.0,2011-06-04
520,529,137,0,2011-06-04,W,4,0.0,2011-06-04
521,532,138,0,2011-06-04,W,16,0.0,2011-06-04
522,533,139,0,2011-06-04,W,4,0.0,2011-06-04
523,534,140,0,2011-06-04,W,4,0.0,2011-06-04
524,804,141,0,2011-06-04,W,4,0.0,2011-06-04
525,316,142,0,2011-06-04,W,8,0.0,2011-06-04
526,331,143,0,2011-06-04,W,8,0.0,2011-06-04
527,350,144,0,2011-06-04,W,4,0.0,2011-06-04
528,531,145,0,2011-06-04,W,4,0.0,2011-06-04
529,749,43713,1,2011-06-04,S,1,3578.27,2011-06-04
530,750,43714,1,2011-06-04,S,1,3578.27,2011-06-04
531,753,43715,1,2011-06-04,S,1,3578.27,2011-06-04
532,750,43716,1,2011-06-04,S,1,3578.27,2011-06-04
533,767,43717,1,2011-06-04,S,1,699.0982,2011-06-04
534,751,146,0,2011-06-05,W,2,0.0,2011-06-05
535,752,147,0,2011-06-05,W,1,0.0,2011-06-05
536,753,148,0,2011-06-05,W,1,0.0,2011-06-05
537,764,149,0,2011-06-05,W,1,0.0,2011-06-05
538,517,150,0,2011-06-05,W,1,0.0,2011-06-05
539,519,151,0,2011-06-05,W,4,0.0,2011-06-05
540,719,152,0,2011-06-05,W,2,0.0,2011-06-05
541,720,153,0,2011-06-05,W,1,0.0,2011-06-05
542,721,154,0,2011-06-05,W,1,0.0,2011-06-05
543,727,155,0,2011-06-05,W,1,0.0,2011-06-05
544,806,156,0,2011-06-05,W,1,0.0,2011-06-05
545,807,157,0,2011-06-05,W,4,0.0,2011-06-05
546,811,158,0,2011-06-05,W,1,0.0,2011-06-05
547,813,159,0,2011-06-05,W,4,0.0,2011-06-05
548,818,160,0,2011-06-05,W,1,0.0,2011-06-05
549,820,161,0,2011-06-05,W,4,0.0,2011-06-05
550,826,162,0,2011-06-05,W,1,0.0,2011-06-05
551,828,163,0,2011-06-05,W,4,0.0,2011-06-05
552,894,164,0,2011-06-05,W,5,0.0,2011-06-05
553,945,165,0,2011-06-05,W,5,0.0,2011-06-05
554,950,166,0,2011-06-05,W,1,0.0,2011-06-05
555,951,167,0,2011-06-05,W,4,0.0,2011-06-05
556,994,168,0,2011-06-05,W,1,0.0,2011-06-05
557,996,169,0,2011-06-05,W,4,0.0,2011-06-05
558,3,170,0,2011-06-05,W,50,0.0,2011-06-05
559,324,171,0,2011-06-05,W,10,0.0,2011-06-05
560,327,172,0,2011-06-05,W,5,0.0,2011-06-05
561,329,173,0,2011-06-05,W,10,0.0,2011-06-05
562,398,174,0,2011-06-05,W,5,0.0,2011-06-05
563,399,175,0,2011-06-05,W,5,0.0,2011-06-05
564,400,176,0,2011-06-05,W,2,0.0,2011-06-05
565,401,177,0,2011-06-05,W,8,0.0,2011-06-05
566,529,178,0,2011-06-05,W,5,0.0,2011-06-05
567,532,179,0,2011-06-05,W,20,0.0,2011-06-05
568,533,180,0,2011-06-05,W,5,0.0,2011-06-05
569,534,181,0,2011-06-05,W,5,0.0,2011-06-05
570,802,182,0,2011-06-05,W,1,0.0,2011-06-05
571,804,183,0,2011-06-05,W,4,0.0,2011-06-05
572,316,184,0,2011-06-05,W,10,0.0,2011-06-05
573,331,185,0,2011-06-05,W,10,0.0,2011-06-05
574,350,186,0,2011-06-05,W,5,0.0,2011-06-05
575,531,187,0,2011-06-05,W,5,0.0,2011-06-05
576,750,43718,1,2011-06-05,S,1,3578.27,2011-06-05
577,751,43719,1,2011-06-05,S,1,3578.27,2011-06-05
578,750,43720,1,2011-06-05,S,1,3578.27,2011-06-05
579,749,43721,1,2011-06-05,S,1,3578.27,2011-06-05
580,750,188,0,2011-06-06,W,1,0.0,2011-06-06
581,753,189,0,2011-06-06,W,1,0.0,2011-06-06
582,519,190,0,2011-06-06,W,2,0.0,2011-06-06
583,718,191,0,2011-06-06,W,1,0.0,2011-06-06
584,721,192,0,2011-06-06,W,1,0.0,2011-06-06
585,807,193,0,2011-06-06,W,2,0.0,2011-06-06
586,813,194,0,2011-06-06,W,2,0.0,2011-06-06
587,820,195,0,2011-06-06,W,2,0.0,2011-06-06
588,828,196,0,2011-06-06,W,2,0.0,2011-06-06
589,894,197,0,2011-06-06,W,2,0.0,2011-06-06
590,945,198,0,2011-06-06,W,2,0.0,2011-06-06
591,951,199,0,2011-06-06,W,2,0.0,2011-06-06
592,996,200,0,2011-06-06,W,2,0.0,2011-06-06
593,3,201,0,2011-06-06,W,20,0.0,2011-06-06
594,324,202,0,2011-06-06,W,4,0.0,2011-06-06
595,327,203,0,2011-06-06,W,2,0.0,2011-06-06
596,329,204,0,2011-06-06,W,4,0.0,2011-06-06
597,398,205,0,2011-06-06,W,2,0.0,2011-06-06
598,399,206,0,2011-06-06,W,2,0.0,2011-06-06
599,401,207,0,2011-06-06,W,4,0.0,2011-06-06
600,529,208,0,2011-06-06,W,2,0.0,2011-06-06
601,532,209,0,2011-06-06,W,8,0.0,2011-06-06
602,533,210,0,2011-06-06,W,2,0.0,2011-06-06
603,534,211,0,2011-06-06,W,2,0.0,2011-06-06
604,804,212,0,2011-06-06,W,2,0.0,2011-06-06
605,316,213,0,2011-06-06,W,4,0.0,2011-06-06
606,331,214,0,2011-06-06,W,4,0.0,2011-06-06
607,350,215,0,2011-06-06,W,2,0.0,2011-06-06
608,531,216,0,2011-06-06,W,2,0.0,2011-06-06
609,751,43722,1,2011-06-06,S,1,3578.27,2011-06-06
610,765,43723,1,2011-06-06,S,1,699.0982,2011-06-06
611,750,43724,1,2011-06-06,S,1,3578.27,2011-06-06
612,749,217,0,2011-06-07,W,1,0.0,2011-06-07
613,750,218,0,2011-06-07,W,2,0.0,2011-06-07
614,753,219,0,2011-06-07,W,1,0.0,2011-06-07
615,767,220,0,2011-06-07,W,1,0.0,2011-06-07
616,517,221,0,2011-06-07,W,1,0.0,2011-06-07
617,519,222,0,2011-06-07,W,4,0.0,2011-06-07
618,717,223,0,2011-06-07,W,1,0.0,2011-06-07
619,718,224,0,2011-06-07,W,2,0.0,2011-06-07
620,721,225,0,2011-06-07,W,1,0.0,2011-06-07
621,724,226,0,2011-06-07,W,1,0.0,2011-06-07
622,806,227,0,2011-06-07,W,1,0.0,2011-06-07
623,807,228,0,2011-06-07,W,4,0.0,2011-06-07
624,811,229,0,2011-06-07,W,1,0.0,2011-06-07
625,813,230,0,2011-06-07,W,4,0.0,2011-06-07
626,818,231,0,2011-06-07,W,1,0.0,2011-06-07
627,820,232,0,2011-06-07,W,4,0.0,2011-06-07
628,826,233,0,2011-06-07,W,1,0.0,2011-06-07
629,828,234,0,2011-06-07,W,4,0.0,2011-06-07
630,894,235,0,2011-06-07,W,5,0.0,2011-06-07
631,945,236,0,2011-06-07,W,5,0.0,2011-06-07
632,950,237,0,2011-06-07,W,1,0.0,2011-06-07
633,951,238,0,2011-06-07,W,4,0.0,2011-06-07
634,994,239,0,2011-06-07,W,1,0.0,2011-06-07
635,996,240,0,2011-06-07,W,4,0.0,2011-06-07
636,3,241,0,2011-06-07,W,50,0.0,2011-06-07
637,324,242,0,2011-06-07,W,10,0.0,2011-06-07
638,327,243,0,2011-06-07,W,5,0.0,2011-06-07
639,329,244,0,2011-06-07,W,10,0.0,2011-06-07
640,398,245,0,2011-06-07,W,5,0.0,2011-06-07
641,399,246,0,2011-06-07,W,5,0.0,2011-06-07
642,400,247,0,2011-06-07,W,2,0.0,2011-06-07
643,401,248,0,2011-06-07,W,8,0.0,2011-06-07
644,529,249,0,2011-06-07,W,5,0.0,2011-06-07
645,532,250,0,2011-06-07,W,20,0.0,2011-06-07
646,533,251,0,2011-06-07,W,5,0.0,2011-06-07
647,534,252,0,2011-06-07,W,5,0.0,2011-06-07
648,802,253,0,2011-06-07,W,1,0.0,2011-06-07
649,804,254,0,2011-06-07,W,4,0.0,2011-06-07
650,316,255,0,2011-06-07,W,10,0.0,2011-06-07
651,331,256,0,2011-06-07,W,10,0.0,2011-06-07
652,350,257,0,2011-06-07,W,5,0.0,2011-06-07
653,531,258,0,2011-06-07,W,5,0.0,2011-06-07
654,750,43725,1,2011-06-07,S,1,3578.27,2011-06-07
655,765,43726,1,2011-06-07,S,1,699.0982,2011-06-07
656,750,43727,1,2011-06-07,S,1,3578.27,2011-06-07
657,749,259,0,2011-06-08,W,1,0.0,2011-06-08
658,750,260,0,2011-06-08,W,2,0.0,2011-06-08
659,751,261,0,2011-06-08,W,1,0.0,2011-06-08
660,519,262,0,2011-06-08,W,4,0.0,2011-06-08
661,717,263,0,2011-06-08,W,1,0.0,2011-06-08
662,718,264,0,2011-06-08,W,2,0.0,2011-06-08
663,719,265,0,2011-06-08,W,1,0.0,2011-06-08
664,807,266,0,2011-06-08,W,4,0.0,2011-06-08
665,813,267,0,2011-06-08,W,4,0.0,2011-06-08
666,820,268,0,2011-06-08,W,4,0.0,2011-06-08
667,828,269,0,2011-06-08,W,4,0.0,2011-06-08
668,894,270,0,2011-06-08,W,4,0.0,2011-06-08
669,945,271,0,2011-06-08,W,4,0.0,2011-06-08
670,951,272,0,2011-06-08,W,4,0.0,2011-06-08
671,996,273,0,2011-06-08,W,4,0.0,2011-06-08
672,3,274,0,2011-06-08,W,40,0.0,2011-06-08
673,324,275,0,2011-06-08,W,8,0.0,2011-06-08
674,327,276,0,2011-06-08,W,4,0.0,2011-06-08
675,329,277,0,2011-06-08,W,8,0.0,2011-06-08
676,398,278,0,2011-06-08,W,4,0.0,2011-06-08
677,399,279,0,2011-06-08,W,4,0.0,2011-06-08
678,401,280,0,2011-06-08,W,8,0.0,2011-06-08
679,529,281,0,2011-06-08,W,4,0.0,2011-06-08
680,532,282,0,2011-06-08,W,16,0.0,2011-06-08
681,533,283,0,2011-06-08,W,4,0.0,2011-06-08
682,534,284,0,2011-06-08,W,4,0.0,2011-06-08
683,804,285,0,2011-06-08,W,4,0.0,2011-06-08
684,316,286,0,2011-06-08,W,8,0.0,2011-06-08
685,331,287,0,2011-06-08,W,8,0.0,2011-06-08
686,350,288,0,2011-06-08,W,4,0.0,2011-06-08
687,531,289,0,2011-06-08,W,4,0.0,2011-06-08
688,752,43728,1,2011-06-08,S,1,3578.27,2011-06-08
689,773,43729,1,2011-06-08,S,1,3399.99,2011-06-08
690,773,43730,1,2011-06-08,S,1,3399.99,2011-06-08
691,753,43731,1,2011-06-08,S,1,3578.27,2011-06-08
692,777,43732,1,2011-06-08,S,1,3374.99,2011-06-08
693,751,43733,1,2011-06-08,S,1,3578.27,2011-06-08
694,750,290,0,2011-06-09,W,1,0.0,2011-06-09
695,751,291,0,2011-06-09,W,1,0.0,2011-06-09
696,765,292,0,2011-06-09,W,1,0.0,2011-06-09
697,517,293,0,2011-06-09,W,1,0.0,2011-06-09
698,519,294,0,2011-06-09,W,2,0.0,2011-06-09
699,718,295,0,2011-06-09,W,1,0.0,2011-06-09
700,719,296,0,2011-06-09,W,1,0.0,2011-06-09
701,722,297,0,2011-06-09,W,1,0.0,2011-06-09
702,806,298,0,2011-06-09,W,1,0.0,2011-06-09
703,807,299,0,2011-06-09,W,2,0.0,2011-06-09
704,811,300,0,2011-06-09,W,1,0.0,2011-06-09
705,813,301,0,2011-06-09,W,2,0.0,2011-06-09
706,818,302,0,2011-06-09,W,1,0.0,2011-06-09
707,820,303,0,2011-06-09,W,2,0.0,2011-06-09
708,826,304,0,2011-06-09,W,1,0.0,2011-06-09
709,828,305,0,2011-06-09,W,2,0.0,2011-06-09
710,894,306,0,2011-06-09,W,3,0.0,2011-06-09
711,945,307,0,2011-06-09,W,3,0.0,2011-06-09
712,950,308,0,2011-06-09,W,1,0.0,2011-06-09
713,951,309,0,2011-06-09,W,2,0.0,2011-06-09
714,994,310,0,2011-06-09,W,1,0.0,2011-06-09
715,996,311,0,2011-06-09,W,2,0.0,2011-06-09
716,3,312,0,2011-06-09,W,30,0.0,2011-06-09
717,324,313,0,2011-06-09,W,6,0.0,2011-06-09
718,327,314,0,2011-06-09,W,3,0.0,2011-06-09
719,329,315,0,2011-06-09,W,6,0.0,2011-06-09
720,398,316,0,2011-06-09,W,3,0.0,2011-06-09
721,399,317,0,2011-06-09,W,3,0.0,2011-06-09
722,400,318,0,2011-06-09,W,2,0.0,2011-06-09
723,401,319,0,2011-06-09,W,4,0.0,2011-06-09
724,529,320,0,2011-06-09,W,3,0.0,2011-06-09
725,532,321,0,2011-06-09,W,12,0.0,2011-06-09
726,533,322,0,2011-06-09,W,3,0.0,2011-06-09
727,534,323,0,2011-06-09,W,3,0.0,2011-06-09
728,802,324,0,2011-06-09,W,1,0.0,2011-06-09
729,804,325,0,2011-06-09,W,2,0.0,2011-06-09
730,316,326,0,2011-06-09,W,6,0.0,2011-06-09
731,331,327,0,2011-06-09,W,6,0.0,2011-06-09
732,350,328,0,2011-06-09,W,3,0.0,2011-06-09
733,531,329,0,2011-06-09,W,3,0.0,2011-06-09
734,751,43734,1,2011-06-09,S,1,3578.27,2011-06-09
735,749,43735,1,2011-06-09,S,1,3578.27,2011-06-09
736,773,43736,1,2011-06-09,S,1,3399.99,2011-06-09
737,750,330,0,2011-06-10,W,2,0.0,2011-06-10
738,765,331,0,2011-06-10,W,1,0.0,2011-06-10
739,517,332,0,2011-06-10,W,1,0.0,2011-06-10
740,519,333,0,2011-06-10,W,2,0.0,2011-06-10
741,718,334,0,2011-06-10,W,2,0.0,2011-06-10
742,722,335,0,2011-06-10,W,1,0.0,2011-06-10
743,806,336,0,2011-06-10,W,1,0.0,2011-06-10
744,807,337,0,2011-06-10,W,2,0.0,2011-06-10
745,811,338,0,2011-06-10,W,1,0.0,2011-06-10
746,813,339,0,2011-06-10,W,2,0.0,2011-06-10
747,818,340,0,2011-06-10,W,1,0.0,2011-06-10
748,820,341,0,2011-06-10,W,2,0.0,2011-06-10
749,826,342,0,2011-06-10,W,1,0.0,2011-06-10
750,828,343,0,2011-06-10,W,2,0.0,2011-06-10
751,894,344,0,2011-06-10,W,3,0.0,2011-06-10
752,945,345,0,2011-06-10,W,3,0.0,2011-06-10
753,950,346,0,2011-06-10,W,1,0.0,2011-06-10
754,951,347,0,2011-06-10,W,2,0.0,2011-06-10
755,994,348,0,2011-06-10,W,1,0.0,2011-06-10
756,996,349,0,2011-06-10,W,2,0.0,2011-06-10
757,3,350,0,2011-06-10,W,30,0.0,2011-06-10
758,324,351,0,2011-06-10,W,6,0.0,2011-06-10
759,327,352,0,2011-06-10,W,3,0.0,2011-06-10
760,329,353,0,2011-06-10,W,6,0.0,2011-06-10
761,398,354,0,2011-06-10,W,3,0.0,2011-06-10
762,399,355,0,2011-06-10,W,3,0.0,2011-06-10
763,400,356,0,2011-06-10,W,2,0.0,2011-06-10
764,401,357,0,2011-06-10,W,4,0.0,2011-06-10
765,529,358,0,2011-06-10,W,3,0.0,2011-06-10
766,532,359,0,2011-06-10,W,12,0.0,2011-06-10
767,533,360,0,2011-06-10,W,3,0.0,2011-06-10
768,534,361,0,2011-06-10,W,3,0.0,2011-06-10
769,802,362,0,2011-06-10,W,1,0.0,2011-06-10
770,804,363,0,2011-06-10,W,2,0.0,2011-06-10
771,316,364,0,2011-06-10,W,6,0.0,2011-06-10
772,331,365,0,2011-06-10,W,6,0.0,2011-06-10
773,350,366,0,2011-06-10,W,3,0.0,2011-06-10
774,531,367,0,2011-06-10,W,3,0.0,2011-06-10
775,750,43737,1,2011-06-10,S,1,3578.27,2011-06-10
776,751,43738,1,2011-06-10,S,1,3578.27,2011-06-10
777,749,43739,1,2011-06-10,S,1,3578.27,2011-06-10
778,751,43740,1,2011-06-10,S,1,3578.27,2011-06-10
779,751,368,0,2011-06-11,W,1,0.0,2011-06-11
780,752,369,0,2011-06-11,W,1,0.0,2011-06-11
781,753,370,0,2011-06-11,W,1,0.0,2011-06-11
782,773,371,0,2011-06-11,W,2,0.0,2011-06-11
783,777,372,0,2011-06-11,W,1,0.0,2011-06-11
784,516,373,0,2011-06-11,W,3,0.0,2011-06-11
785,519,374,0,2011-06-11,W,3,0.0,2011-06-11
786,719,375,0,2011-06-11,W,1,0.0,2011-06-11
787,720,376,0,2011-06-11,W,1,0.0,2011-06-11
788,721,377,0,2011-06-11,W,1,0.0,2011-06-11
789,740,378,0,2011-06-11,W,2,0.0,2011-06-11
790,744,379,0,2011-06-11,W,1,0.0,2011-06-11
791,807,380,0,2011-06-11,W,6,0.0,2011-06-11
792,810,381,0,2011-06-11,W,3,0.0,2011-06-11
793,813,382,0,2011-06-11,W,3,0.0,2011-06-11
794,817,383,0,2011-06-11,W,3,0.0,2011-06-11
795,820,384,0,2011-06-11,W,3,0.0,2011-06-11
796,825,385,0,2011-06-11,W,3,0.0,2011-06-11
797,828,386,0,2011-06-11,W,3,0.0,2011-06-11
798,894,387,0,2011-06-11,W,6,0.0,2011-06-11
799,945,388,0,2011-06-11,W,6,0.0,2011-06-11
800,951,389,0,2011-06-11,W,6,0.0,2011-06-11
801,996,390,0,2011-06-11,W,6,0.0,2011-06-11
802,3,391,0,2011-06-11,W,60,0.0,2011-06-11
803,324,392,0,2011-06-11,W,12,0.0,2011-06-11
804,327,393,0,2011-06-11,W,6,0.0,2011-06-11
805,328,394,0,2011-06-11,W,6,0.0,2011-06-11
806,329,395,0,2011-06-11,W,6,0.0,2011-06-11
807,398,396,0,2011-06-11,W,6,0.0,2011-06-11
808,399,397,0,2011-06-11,W,6,0.0,2011-06-11
809,401,398,0,2011-06-11,W,12,0.0,2011-06-11
810,529,399,0,2011-06-11,W,6,0.0,2011-06-11
811,532,400,0,2011-06-11,W,24,0.0,2011-06-11
812,533,401,0,2011-06-11,W,6,0.0,2011-06-11
813,534,402,0,2011-06-11,W,6,0.0,2011-06-11
814,804,403,0,2011-06-11,W,6,0.0,2011-06-11
815,316,404,0,2011-06-11,W,12,0.0,2011-06-11
816,331,405,0,2011-06-11,W,12,0.0,2011-06-11
817,350,406,0,2011-06-11,W,6,0.0,2011-06-11
818,531,407,0,2011-06-11,W,6,0.0,2011-06-11
819,749,43741,1,2011-06-11,S,1,3578.27,2011-06-11
820,753,43742,1,2011-06-11,S,1,3578.27,2011-06-11
821,774,43743,1,2011-06-11,S,1,3399.99,2011-06-11
822,752,43744,1,2011-06-11,S,1,3578.27,2011-06-11
823,749,408,0,2011-06-12,W,1,0.0,2011-06-12
824,751,409,0,2011-06-12,W,1,0.0,2011-06-12
825,773,410,0,2011-06-12,W,1,0.0,2011-06-12
826,516,411,0,2011-06-12,W,1,0.0,2011-06-12
827,519,412,0,2011-06-12,W,2,0.0,2011-06-12
828,717,413,0,2011-06-12,W,1,0.0,2011-06-12
829,719,414,0,2011-06-12,W,1,0.0,2011-06-12
830,740,415,0,2011-06-12,W,1,0.0,2011-06-12
831,807,416,0,2011-06-12,W,3,0.0,2011-06-12
832,810,417,0,2011-06-12,W,1,0.0,2011-06-12
833,813,418,0,2011-06-12,W,2,0.0,2011-06-12
834,817,419,0,2011-06-12,W,1,0.0,2011-06-12
835,820,420,0,2011-06-12,W,2,0.0,2011-06-12
836,825,421,0,2011-06-12,W,1,0.0,2011-06-12
837,828,422,0,2011-06-12,W,2,0.0,2011-06-12
838,894,423,0,2011-06-12,W,3,0.0,2011-06-12
839,945,424,0,2011-06-12,W,3,0.0,2011-06-12
840,951,425,0,2011-06-12,W,3,0.0,2011-06-12
841,996,426,0,2011-06-12,W,3,0.0,2011-06-12
842,3,427,0,2011-06-12,W,30,0.0,2011-06-12
843,324,428,0,2011-06-12,W,6,0.0,2011-06-12
844,327,429,0,2011-06-12,W,3,0.0,2011-06-12
845,328,430,0,2011-06-12,W,2,0.0,2011-06-12
846,329,431,0,2011-06-12,W,4,0.0,2011-06-12
847,398,432,0,2011-06-12,W,3,0.0,2011-06-12
848,399,433,0,2011-06-12,W,3,0.0,2011-06-12
849,401,434,0,2011-06-12,W,6,0.0,2011-06-12
850,529,435,0,2011-06-12,W,3,0.0,2011-06-12
851,532,436,0,2011-06-12,W,12,0.0,2011-06-12
852,533,437,0,2011-06-12,W,3,0.0,2011-06-12
853,534,438,0,2011-06-12,W,3,0.0,2011-06-12
854,804,439,0,2011-06-12,W,3,0.0,2011-06-12
855,316,440,0,2011-06-12,W,6,0.0,2011-06-12
856,331,441,0,2011-06-12,W,6,0.0,2011-06-12
857,350,442,0,2011-06-12,W,3,0.0,2011-06-12
858,531,443,0,2011-06-12,W,3,0.0,2011-06-12
859,750,43745,1,2011-06-12,S,1,3578.27,2011-06-12
860,751,43746,1,2011-06-12,S,1,3578.27,2011-06-12
861,749,444,0,2011-06-13,W,1,0.0,2011-06-13
862,750,445,0,2011-06-13,W,1,0.0,2011-06-13
863,751,446,0,2011-06-13,W,2,0.0,2011-06-13
864,519,447,0,2011-06-13,W,4,0.0,2011-06-13
865,717,448,0,2011-06-13,W,1,0.0,2011-06-13
866,718,449,0,2011-06-13,W,1,0.0,2011-06-13
867,719,450,0,2011-06-13,W,2,0.0,2011-06-13
868,807,451,0,2011-06-13,W,4,0.0,2011-06-13
869,813,452,0,2011-06-13,W,4,0.0,2011-06-13
870,820,453,0,2011-06-13,W,4,0.0,2011-06-13
871,828,454,0,2011-06-13,W,4,0.0,2011-06-13
872,894,455,0,2011-06-13,W,4,0.0,2011-06-13
873,945,456,0,2011-06-13,W,4,0.0,2011-06-13
874,951,457,0,2011-06-13,W,4,0.0,2011-06-13
875,996,458,0,2011-06-13,W,4,0.0,2011-06-13
876,3,459,0,2011-06-13,W,40,0.0,2011-06-13
877,324,460,0,2011-06-13,W,8,0.0,2011-06-13
878,327,461,0,2011-06-13,W,4,0.0,2011-06-13
879,329,462,0,2011-06-13,W,8,0.0,2011-06-13
880,398,463,0,2011-06-13,W,4,0.0,2011-06-13
881,399,464,0,2011-06-13,W,4,0.0,2011-06-13
882,401,465,0,2011-06-13,W,8,0.0,2011-06-13
883,529,466,0,2011-06-13,W,4,0.0,2011-06-13
884,532,467,0,2011-06-13,W,16,0.0,2011-06-13
885,533,468,0,2011-06-13,W,4,0.0,2011-06-13
886,534,469,0,2011-06-13,W,4,0.0,2011-06-13
887,804,470,0,2011-06-13,W,4,0.0,2011-06-13
888,316,471,0,2011-06-13,W,8,0.0,2011-06-13
889,331,472,0,2011-06-13,W,8,0.0,2011-06-13
890,350,473,0,2011-06-13,W,4,0.0,2011-06-13
891,531,474,0,2011-06-13,W,4,0.0,2011-06-13
892,753,43747,1,2011-06-13,S,1,3578.27,2011-06-13
893,752,43748,1,2011-06-13,S,1,3578.27,2011-06-13
894,753,43749,1,2011-06-13,S,1,3578.27,2011-06-13
895,750,43750,1,2011-06-13,S,1,3578.27,2011-06-13
896,752,43751,1,2011-06-13,S,1,3578.27,2011-06-13
897,750,43752,1,2011-06-13,S,1,3578.27,2011-06-13
